Gene,X1726FL.06.01.33_S33_L002_COMB_MONO,X1726FL.06.01.32_S32_L002_COMB_MONO,X1726FL.06.01.31_S31_L002_COMB_MONO,X1726FL.06.01.27_S27_L002_COMB_Filter,X1726FL.06.01.26_S26_L002_COMB_Filter,X1726FL.06.01.25_S25_L002_COMB_Filter,X1726FL.06.01.24_S24_L002_COMB_Filter,X1726FL.06.01.23_S23_L002_COMB_Filter,X1726FL.06.01.22_S22_L002_COMB_Filter,X1726FL.06.01.21_S21_L002_COMB_Filter,X1726FL.06.01.09_S9_L002_COMB_Tissue3,X1726FL.06.01.08_S8_L002_COMB_Tissue3,X1726FL.06.01.07_S7_L002_COMB_Tissue4,X1726FL.06.01.06_S6_L002_COMB_Tissue4,X1726FL.06.01.05_S5_L002_COMB_Tissue4,X1726FL.06.01.04_S4_L002_COMB_Tissue3,X1726FL.06.01.03_S3_L002_COMB_Tissue2,X1726FL.06.01.02_S2_L002_COMB_Tissue2,X1726FL.06.01.01_S1_L002_COMB_Tissue2
CHLRE_08g364400v5,996,887,1063,62,82,287,253,322,396,176,2412,3221,2730,2292,4778,1541,200,52,538
CHLRE_08g364450v5,470,481,425,14,19,61,87,120,87,51,676,920,982,493,1806,295,36,1,105
CHLRE_08g364501v5,16,38,23,2,0,2,6,0,7,0,28,47,54,0,128,21,0,0,21
CHLRE_08g364550v5,75,162,194,5,2,7,12,18,24,18,28,43,11,0,0,9,0,0,9
CHLRE_08g364600v5,279,430,121,27,28,178,50,114,17,22,181,206,22,0,0,109,17,0,20
CHLRE_08g364650v5,113,163,63,0,4,7,45,28,32,31,76,469,312,253,384,88,3,3,44
CHLRE_08g364700v5,839,1092,659,22,19,94,134,141,204,65,1010,1106,1307,802,2176,607,90,12,211
CHLRE_08g364726v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g364751v5,37,80,16,0,1,10,7,3,13,6,109,70,15,28,42,19,14,2,26
CHLRE_08g364775v5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHLRE_08g364800v5,3554,6358,3257,70,74,193,682,794,1000,509,4312,4898,8156,6608,13606,3087,165,46,742
CHLRE_08g364850v5,101,150,105,2,6,27,16,13,19,7,156,295,182,98,234,93,9,0,55
CHLRE_08g364862v5,215,533,224,4,11,51,26,8,47,32,485,772,362,113,421,427,39,3,197
CHLRE_08g364931v5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CHLRE_08g364950v5,16,25,7,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
CHLRE_08g364989v5,2,1,1,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0
CHLRE_08g365000v5,64,96,72,9,4,28,31,42,44,17,362,334,290,392,585,280,22,6,91
CHLRE_08g365027v5,1,1,0,0,0,2,0,0,0,1,3,2,5,0,67,0,0,0,1
CHLRE_08g365050v5,27,71,25,0,0,2,3,4,3,10,19,35,8,40,0,10,4,4,4
CHLRE_08g365065v5,7,21,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
CHLRE_08g365100v5,48,172,25,0,0,7,0,0,9,4,18,10,0,0,0,0,4,0,2
CHLRE_08g365103v5,11,56,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
CHLRE_08g365141v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g365150v5,25,113,12,0,0,3,1,0,2,7,0,1,0,0,0,0,5,0,2
CHLRE_08g365200v5,28,65,12,0,0,2,1,0,2,0,0,15,5,0,33,0,7,0,0
CHLRE_08g365204v5,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g365205v5,6,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHLRE_08g365300v5,10,43,5,0,0,2,0,5,2,0,0,0,0,0,0,10,1,0,0
CHLRE_08g365351v5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g365400v5,3995,4260,2547,116,148,595,974,2015,1022,303,3749,4802,3566,3065,6718,1466,429,61,1326
CHLRE_08g365450v5,302,594,422,4,4,38,91,50,99,53,412,1064,898,905,798,255,26,0,244
CHLRE_08g365500v5,17,32,28,3,2,12,2,9,4,8,10,17,33,0,0,34,4,4,29
CHLRE_08g365550v5,19,76,8,2,4,1,6,14,16,4,40,80,45,88,37,29,10,0,4
CHLRE_08g365600v5,32,87,17,0,1,0,17,1,8,6,8,46,37,21,96,13,0,0,10
CHLRE_08g365632v5,1072,1281,1244,72,80,234,306,901,282,120,1082,838,606,453,1400,759,45,4,175
CHLRE_08g365664v5,61,66,80,0,2,1,11,12,3,5,54,118,72,79,320,38,2,0,11
CHLRE_08g365692v5,3191,3951,3834,124,136,684,424,607,597,336,6039,6193,4247,4370,10346,4219,727,119,2309
CHLRE_08g365720v5,64,61,53,1,0,0,3,0,5,4,0,10,10,0,0,11,1,0,6
CHLRE_08g365750v5,60,108,17,0,4,23,7,12,3,0,51,23,32,0,0,33,0,0,13
CHLRE_08g365800v5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g365825v5,65,91,34,6,5,26,13,31,9,2,1783,2326,824,872,1435,1256,12,1,25
CHLRE_08g365851v5,8,55,5,7,3,22,8,78,0,0,926,1024,501,378,600,1007,3,2,5
CHLRE_08g365900v5,14,7,12,1,4,19,33,232,3,3,32,26,168,260,505,28,42,21,129
CHLRE_08g365950v5,212,390,291,12,13,112,38,62,49,22,496,397,486,300,488,502,111,8,398
CHLRE_08g366000v5,281,337,265,25,34,68,48,169,56,23,666,586,418,513,947,416,48,18,109
CHLRE_08g366050v5,19,31,12,2,1,5,9,13,0,3,39,77,35,0,54,4,0,0,0
CHLRE_08g366101v5,56,133,31,0,0,7,9,2,16,13,66,122,64,0,1,137,1,0,20
CHLRE_08g366150v5,38,39,76,5,1,13,17,14,19,10,39,74,193,235,208,33,9,0,38
CHLRE_08g366200v5,40,83,67,0,1,2,9,21,22,7,15,90,55,0,56,12,0,5,7
CHLRE_08g366250v5,355,563,437,11,21,30,41,32,142,65,210,252,147,95,285,221,61,8,103
CHLRE_08g366300v5,88,181,162,9,15,29,63,69,90,31,343,553,383,243,514,306,12,7,40
CHLRE_08g366350v5,1,4,13,0,2,3,0,2,0,1,7,11,18,0,0,7,4,7,31
CHLRE_08g366400v5,419,637,422,18,27,107,55,66,62,22,925,1065,974,750,1233,480,37,13,177
CHLRE_08g366450v5,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
CHLRE_08g366500v5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHLRE_08g366550v5,123,184,139,7,8,30,39,55,50,19,206,429,239,156,502,291,49,5,153
CHLRE_08g366579v5,3,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,5,0,10
CHLRE_08g366600v5,13,33,48,0,2,9,11,10,18,8,46,18,41,0,0,21,2,0,3
CHLRE_08g366650v5,594,724,732,28,29,116,151,189,289,103,1155,769,824,547,1053,1219,126,34,328
CHLRE_08g366676v5,4,5,8,0,3,1,0,0,2,2,7,3,5,0,4,9,0,0,7
CHLRE_08g366700v5,696,672,279,19,40,40,175,481,187,100,800,968,760,469,1122,499,108,15,195
CHLRE_08g366750v5,0,0,0,0,0,0,0,2,0,0,10,15,4,0,0,18,1,0,3
CHLRE_08g366800v5,83,62,61,3,0,5,10,19,21,6,42,194,24,0,99,23,2,0,23
CHLRE_08g366850v5,182,384,282,3,2,11,25,21,34,23,181,245,133,71,470,137,1,0,32
CHLRE_08g366874v5,2,27,1,0,0,2,1,10,1,1,29,64,27,1,0,5,2,0,9
CHLRE_08g366900v5,43,83,52,0,3,4,13,6,14,10,129,122,99,47,124,49,2,0,40
CHLRE_08g366950v5,133,166,141,7,7,24,31,71,71,18,338,369,162,252,409,248,2,0,13
CHLRE_08g367000v5,202,474,240,3,7,28,57,36,77,44,252,538,262,166,801,312,16,3,58
CHLRE_08g367050v5,408,636,347,41,46,249,108,180,111,48,840,1161,806,431,1494,453,59,7,216
CHLRE_08g367100v5,346,723,505,20,19,146,47,48,92,37,688,424,857,423,1438,1113,91,9,537
CHLRE_08g367150v5,7,11,0,0,2,1,1,5,5,1,10,32,13,184,91,2,1,0,9
CHLRE_08g367200v5,914,981,838,36,57,255,120,175,143,64,1425,1711,998,966,1776,753,72,10,299
CHLRE_08g367250v5,73,155,36,0,1,0,19,7,22,7,150,122,47,158,46,79,0,0,9
CHLRE_08g367300v5,540,810,625,13,19,91,90,109,123,68,821,1381,809,944,1100,534,57,5,193
CHLRE_08g367350v5,153,272,173,2,5,11,28,30,40,10,140,293,101,1,199,28,1,0,3
CHLRE_08g367400v5,401,190,47,68,95,101,512,1993,443,89,532,614,3153,2751,5854,324,1,0,9
CHLRE_08g367500v5,165,69,16,45,42,56,236,814,259,53,336,576,2931,2640,4472,142,7,0,3
CHLRE_08g367550v5,4840,5416,3154,56,72,220,299,242,576,313,4852,4579,3028,3042,6746,3573,622,119,1157
CHLRE_08g367600v5,3455,3390,2770,151,138,459,374,660,481,256,2209,2506,1288,1192,2003,1208,68,27,343
CHLRE_08g367650v5,232,329,164,6,12,25,40,18,49,24,148,238,147,330,84,112,2,0,6
CHLRE_08g367700v5,14,9,4,1,0,1,0,2,1,0,12,28,7,0,142,4,0,0,0
CHLRE_08g367750v5,229,311,150,21,21,56,36,69,29,18,263,311,208,177,228,135,36,11,103
CHLRE_08g367800v5,271,304,246,10,12,94,49,41,42,20,252,418,239,386,580,156,26,6,271
CHLRE_08g367850v5,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
CHLRE_08g367876v5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g367900v5,1298,1306,1145,463,361,2024,299,1176,247,117,2652,1940,1401,919,2346,3047,289,70,586
CHLRE_08g367950v5,60,119,37,2,2,22,17,11,17,11,82,120,86,0,13,102,13,0,18
CHLRE_08g368000v5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHLRE_08g368026v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g368050v5,1547,1609,1575,89,70,192,250,579,292,140,1827,2199,1293,1576,3067,585,38,18,162
CHLRE_08g368100v5,0,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
CHLRE_08g368150v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g368176v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHLRE_08g368200v5,828,1484,548,45,30,145,170,228,189,108,1234,1785,844,683,1204,1214,258,77,747
CHLRE_08g368226v5,21,22,16,0,0,5,1,0,3,2,0,25,40,0,1,25,11,1,24
CHLRE_08g368250v5,13,98,8,0,1,2,3,9,1,0,28,52,27,16,0,40,4,0,2
CHLRE_08g368300v5,84,121,96,1,4,17,27,14,17,13,112,60,41,0,48,52,4,0,7
CHLRE_08g368350v5,28,104,53,2,3,7,16,4,6,3,33,111,92,101,303,73,1,2,30
CHLRE_08g368400v5,2678,3099,2980,93,78,407,312,308,611,323,2475,2277,1558,1567,3910,1638,174,19,396
CHLRE_08g368450v5,633,572,552,55,87,278,103,223,135,39,1870,2219,1655,1448,3553,832,67,14,331
CHLRE_08g368500v5,1042,960,700,48,22,110,66,162,160,96,891,1020,985,1391,1756,608,141,39,123
CHLRE_08g368550v5,1277,1309,1079,81,66,298,215,469,189,116,1185,2033,781,506,1755,677,69,25,178
CHLRE_08g368600v5,0,4,0,0,3,8,1,4,0,1,0,0,0,0,0,0,10,0,33
CHLRE_08g368650v5,1,23,2,0,0,0,1,0,2,1,0,1,0,0,0,2,5,1,5
CHLRE_08g368700v5,364,454,281,16,28,76,58,111,78,26,507,1197,555,517,723,207,26,2,53
CHLRE_08g368750v5,17,25,13,0,1,1,1,1,1,1,57,79,88,24,281,22,0,0,11
CHLRE_08g368800v5,73,60,174,37,33,83,43,237,13,4,530,379,525,493,726,659,11,3,76
CHLRE_08g368850v5,260,7,465,1,0,0,30,1,50,3,4,0,0,0,1,1,0,0,0
CHLRE_08g368900v5,327,726,327,6,8,13,92,87,166,68,171,391,74,94,217,40,2,1,128
CHLRE_08g368950v5,5073,4683,5135,365,417,1594,734,1988,733,374,6832,4525,3676,4892,7894,6115,442,57,1283
CHLRE_08g369000v5,83,93,63,0,1,7,17,31,23,8,71,194,78,65,93,25,1,0,10
CHLRE_08g369050v5,0,19,4,1,0,0,0,4,0,0,0,0,1,0,0,5,1,1,3
CHLRE_08g369100v5,3,10,1,0,0,0,2,11,0,0,0,1,0,0,0,4,3,2,7
CHLRE_08g369150v5,971,1122,825,43,69,196,117,206,157,95,1022,1269,673,946,1212,607,64,6,126
CHLRE_08g369200v5,36,111,55,17,6,33,14,29,12,3,413,163,92,62,208,412,13,1,78
CHLRE_08g369250v5,17,81,17,1,0,5,10,4,8,3,20,49,23,54,0,43,0,0,21
CHLRE_08g369300v5,616,809,529,142,133,348,95,358,122,46,449,684,207,384,527,100,42,24,117
CHLRE_08g369350v5,525,459,497,33,39,50,69,170,114,54,349,392,308,394,898,154,11,4,5
CHLRE_08g369400v5,182,203,182,26,30,47,29,188,41,19,193,241,86,14,121,31,0,4,0
CHLRE_08g369451v5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,13
CHLRE_08g369500v5,62,79,38,3,4,16,7,27,5,5,31,127,39,103,258,17,34,1,57
